Price,Pack Type
48.0,Standard
46.0,Standard
69.0,Standard
53.0,Standard
54.0,Standard
57.0,Standard
73.0,Standard
54.0,Standard
46.0,Standard
44.0,Standard
54.0,Standard
49.0,Standard
42.0,Standard
45.0,Standard
89.0,Standard
139.0,Standard
111.0,Standard
72.0,Standard
115.0,Standard
51.0,Standard
123.0,Standard
56.0,Standard
43.0,Standard
44.0,Standard
119.0,Standard
157.0,Standard
69.0,Standard
89.0,Standard
148.0,Standard
58.0,Standard
55.0,Standard
53.0,Standard
47.0,Standard
51.0,Standard
44.0,Standard
51.0,Standard
63.0,Standard
149.0,Standard
74.0,Standard
51.0,Standard
57.0,Standard
44.0,Standard
136.0,Standard
67.0,Standard
68.0,Standard
56.0,Standard
36.0,Standard
36.0,Standard
75.0,Standard
50.0,Standard
52.0,Standard
63.0,Standard
40.0,Standard
46.0,Standard
60.0,Standard
144.0,Standard
69.0,Standard
80.0,Standard
80.0,Standard
52.0,Standard
80.0,Standard
59.0,Standard
58.0,Standard
102.0,Standard
69.0,Standard
51.0,Standard
75.0,Standard
37.0,Standard
60.0,Standard
63.0,Standard
42.0,Standard
57.0,Standard
32.0,Standard
48.0,Standard
97.0,Standard
117.0,Standard
110.0,Standard
55.0,Standard
53.0,Standard
78.0,Standard
67.0,Standard
51.0,Standard
35.0,Standard
41.0,Standard
63.0,Standard
101.0,Standard
57.0,Standard
58.0,Standard
52.0,Standard
50.0,Standard
82.0,Standard
124.0,Standard
94.0,Standard
94.0,Standard
58.0,Standard
77.0,Standard
59.0,Standard
56.0,Standard
61.0,Standard
47.0,Standard
38.0,Standard
126.0,Standard
61.0,Standard
139.0,Standard
68.0,Standard
62.0,Standard
49.0,Standard
51.0,Standard
654.0,Standard
45.0,Standard
59.0,Standard
107.0,Standard
115.0,Standard
84.0,Standard
48.0,Standard
54.0,Standard
132.0,Standard
55.0,Standard
57.0,Standard
66.0,Standard
57.0,Standard
61.0,Standard
56.0,Standard
77.0,Standard
42.0,Standard
55.0,Standard
55.0,Standard
55.0,Standard
48.0,Standard
51.0,Standard
70.0,Standard
53.0,Standard
39.0,Standard
70.0,Standard
126.0,Standard
40.0,Standard
51.0,Standard
55.0,Standard
71.0,Standard
43.0,Standard
61.0,Standard
45.0,Standard
42.0,Standard
67.0,Standard
94.0,Standard
36.0,Standard
70.0,Standard
50.0,Standard
58.0,Standard
58.0,Standard
54.0,Standard
68.0,Standard
58.0,Standard
41.0,Standard
69.0,Standard
63.0,Standard
45.0,Standard
65.0,Standard
43.0,Standard
63.0,Standard
86.0,Standard
55.0,Standard
107.0,Standard
64.0,Standard
52.0,Standard
118.0,Standard
78.0,Standard
105.0,Standard
48.0,Standard
45.0,Standard
44.0,Standard
76.0,Standard
84.0,Standard
46.0,Standard
73.0,Standard
56.0,Standard
59.0,Standard
59.0,Standard
73.0,Standard
76.0,Standard
58.0,Standard
34.0,Standard
57.0,Standard
48.0,Standard
63.0,Standard
59.0,Standard
56.0,Standard
51.0,Standard
121.0,Standard
155.0,Standard
95.0,Standard
60.0,Standard
72.0,Standard
83.0,Standard
78.0,Standard
68.0,Standard
50.0,Standard
90.0,Standard
61.0,Standard
43.0,Standard
131.0,Standard
40.0,Standard
48.0,Standard
113.0,Standard
52.0,Standard
67.0,Standard
73.0,Standard
41.0,Standard
71.0,Standard
58.0,Standard
153.0,Standard
62.0,Standard
78.0,Standard
49.0,Standard
91.0,Standard
78.0,Standard
63.0,Standard
94.0,Standard
82.0,Standard
87.0,Standard
83.0,Standard
111.0,Standard
82.0,Standard
55.0,Standard
59.0,Standard
51.0,Standard
106.0,Standard
56.0,Standard
131.0,Standard
78.0,Standard
49.0,Standard
115.0,Standard
46.0,Standard
63.0,Standard
37.0,Standard
45.0,Standard
78.0,Standard
45.0,Standard
54.0,Standard
43.0,Standard
60.0,Standard
57.0,Standard
42.0,Standard
40.0,Standard
64.0,Standard
60.0,Standard
55.0,Standard
49.0,Standard
104.0,Standard
103.0,Standard
55.0,Standard
68.0,Standard
93.0,Standard
43.0,Standard
56.0,Standard
41.0,Standard
60.0,Standard
62.0,Standard
94.0,Standard
105.0,Standard
81.0,Standard
56.0,Standard
78.0,Standard
42.0,Standard
51.0,Standard
65.0,Standard
59.0,Standard
70.0,Standard
52.0,Standard
58.0,Standard
56.0,Standard
85.0,Standard
47.0,Standard
80.0,Standard
61.0,Standard
63.0,Standard
61.0,Standard
49.0,Standard
57.0,Standard
57.0,Standard
65.0,Standard
48.0,Standard
65.0,Standard
50.0,Standard
87.0,Standard
80.0,Standard
54.0,Standard
86.0,Standard
70.0,Standard
44.0,Standard
55.0,Standard
48.0,Standard
40.0,Standard
174.0,Standard
50.0,Standard
71.0,Standard
57.0,Standard
47.0,Standard
55.0,Standard
59.0,Standard
44.0,Standard
58.0,Standard
47.0,Standard
106.0,Standard
63.0,Standard
48.0,Standard
68.0,Standard
63.0,Standard
93.0,Standard
58.0,Standard
42.0,Standard
58.0,Standard
45.0,Standard
45.0,Standard
55.0,Standard
66.0,Standard
43.0,Standard
45.0,Standard
77.0,Standard
43.0,Standard
51.0,Standard
60.0,Standard
58.0,Standard
52.0,Standard
42.0,Standard
50.0,Standard
67.0,Standard
157.0,Standard
54.0,Standard
63.0,Standard
39.0,Standard
102.0,Standard
70.0,Standard
41.0,Standard
37.0,Standard
67.0,Standard
118.0,Standard
77.0,Standard
70.0,Standard
49.0,Standard
62.0,Standard
52.0,Standard
134.0,Standard
68.0,Standard
54.0,Standard
45.0,Standard
90.0,Standard
87.0,Standard
49.0,Standard
50.0,Standard
46.0,Standard
40.0,Standard
49.0,Standard
39.0,Standard
86.0,Standard
93.0,Standard
58.0,Standard
104.0,Standard
44.0,Standard
44.0,Standard
58.0,Standard
58.0,Standard
96.0,Standard
60.0,Standard
69.0,Standard
856.0,Standard
103.0,Standard
61.0,Standard
56.0,Standard
67.0,Standard
51.0,Standard
793.0,Standard
49.0,Standard
44.0,Standard
92.0,Standard
54.0,Standard
51.0,Standard
75.0,Standard
61.0,Standard
97.0,Standard
35.0,Standard
55.0,Standard
52.0,Standard
56.0,Standard
63.0,Standard
47.0,Standard
105.0,Standard
101.0,Standard
100.0,Standard
36.0,Standard
123.0,Standard
76.0,Standard
84.0,Standard
69.0,Standard
54.0,Standard
50.0,Standard
92.0,Standard
68.0,Standard
106.0,Standard
61.0,Standard
98.0,Standard
51.0,Standard
79.0,Standard
46.0,Standard
67.0,Standard
58.0,Standard
51.0,Standard
58.0,Standard
57.0,Standard
107.0,Standard
51.0,Standard
89.0,Standard
50.0,Standard
48.0,Standard
108.0,Standard
36.0,Standard
68.0,Standard
53.0,Standard
81.0,Standard
51.0,Standard
81.0,Standard
82.0,Standard
40.0,Standard
44.0,Standard
48.0,Standard
63.0,Standard
53.0,Standard
66.0,Standard
99.0,Standard
51.0,Standard
97.0,Standard
57.0,Standard
69.0,Standard
44.0,Standard
81.0,Standard
58.0,Standard
53.0,Standard
78.0,Standard
71.0,Standard
61.0,Standard
65.0,Standard
64.0,Standard
49.0,Standard
47.0,Standard
78.0,Standard
65.0,Standard
64.0,Standard
61.0,Standard
63.0,Standard
69.0,Standard
46.0,Standard
113.0,Standard
56.0,Standard
44.0,Standard
115.0,Standard
57.0,Standard
47.0,Standard
45.0,Standard
51.0,Standard
49.0,Standard
60.0,Standard
82.0,Standard
48.0,Standard
63.0,Standard
99.0,Standard
44.0,Standard
40.0,Standard
46.0,Standard
54.0,Standard
103.0,Standard
49.0,Standard
65.0,Standard
77.0,Standard
86.0,Standard
45.0,Standard
66.0,Standard
88.0,Standard
86.0,Standard
45.0,Standard
114.0,Standard
66.0,Standard
62.0,Standard
38.0,Standard
46.0,Standard
56.0,Standard
53.0,Standard
50.0,Standard
40.0,Standard
62.0,Standard
46.0,Standard
49.0,Standard
70.0,Standard
51.0,Standard
72.0,Standard
59.0,Standard
47.0,Standard
49.0,Standard
52.0,Standard
71.0,Standard
48.0,Standard
46.0,Standard
53.0,Standard
61.0,Standard
39.0,Standard
43.0,Standard
102.0,Standard
63.0,Standard
38.0,Standard
70.0,Standard
58.0,Standard
49.0,Standard
41.0,Standard
54.0,Standard
58.0,Standard
118.0,Standard
55.0,Standard
53.0,Standard
83.0,Standard
61.0,Standard
79.0,Standard
108.0,Standard
69.0,Standard
94.0,Standard
59.0,Standard
76.0,Standard
55.0,Standard
59.0,Standard
73.0,Standard
63.0,Standard
54.0,Standard
75.0,Standard
41.0,Standard
55.0,Standard
70.0,Standard
40.0,Standard
57.0,Standard
35.0,Standard
148.0,Standard
65.0,Standard
57.0,Standard
97.0,Standard
75.0,Standard
57.0,Standard
50.0,Standard
96.0,Standard
67.0,Standard
49.0,Standard
58.0,Standard
66.0,Standard
59.0,Standard
54.0,Standard
49.0,Standard
152.0,Standard
74.0,Standard
65.0,Standard
36.0,Standard
47.0,Standard
42.0,Standard
61.0,Standard
60.0,Standard
97.0,Standard
41.0,Standard
59.0,Standard
61.0,Standard
55.0,Standard
70.0,Standard
75.0,Standard
64.0,Standard
57.0,Standard
69.0,Standard
56.0,Standard
59.0,Standard
134.0,Standard
66.0,Standard
42.0,Standard
60.0,Standard
115.0,Standard
67.0,Standard
68.0,Standard
67.0,Standard
99.0,Standard
67.0,Standard
184.0,Standard
41.0,Standard
54.0,Standard
55.0,Standard
41.0,Standard
42.0,Standard
69.0,Standard
62.0,Standard
100.0,Standard
45.0,Standard
53.0,Standard
120.0,Standard
49.0,Standard
41.0,Standard
53.0,Standard
52.0,Standard
105.0,Standard
61.0,Standard
63.0,Standard
55.0,Standard
95.0,Standard
93.0,Standard
48.0,Standard
90.0,Standard
78.0,Standard
59.0,Standard
42.0,Standard
109.0,Standard
42.0,Standard
77.0,Standard
39.0,Standard
52.0,Standard
67.0,Standard
57.0,Standard
98.0,Standard
45.0,Standard
42.0,Standard
50.0,Standard
53.0,Standard
110.0,Standard
59.0,Standard
47.0,Standard
72.0,Standard
57.0,Standard
78.0,Standard
37.0,Standard
43.0,Standard
68.0,Standard
68.0,Standard
59.0,Standard
54.0,Standard
49.0,Standard
1018.0,Standard
149.0,Standard
46.0,Standard
66.0,Standard
44.0,Standard
104.0,Standard
46.0,Standard
67.0,Standard
61.0,Standard
674.0,Standard
42.0,Standard
87.0,Standard
77.0,Standard
64.0,Standard
47.0,Standard
66.0,Standard
96.0,Standard
48.0,Standard
34.0,Standard
67.0,Standard
66.0,Standard
120.0,Standard
70.0,Standard
50.0,Standard
84.0,Standard
77.0,Standard
63.0,Standard
58.0,Standard
59.0,Standard
66.0,Standard
47.0,Standard
62.0,Standard
77.0,Standard
54.0,Standard
61.0,Standard
55.0,Standard
64.0,Standard
117.0,Standard
78.0,Standard
57.0,Standard
67.0,Standard
51.0,Standard
58.0,Standard
118.0,Standard
78.0,Standard
93.0,Standard
67.0,Standard
52.0,Standard
45.0,Standard
39.0,Standard
71.0,Standard
53.0,Standard
99.0,Standard
61.0,Standard
57.0,Standard
59.0,Standard
105.0,Standard
126.0,Standard
85.0,Standard
60.0,Standard
139.0,Standard
69.0,Standard
42.0,Standard
45.0,Standard
54.0,Standard
55.0,Standard
69.0,Standard
102.0,Standard
186.0,Standard
52.0,Standard
39.0,Standard
137.0,Standard
53.0,Standard
115.0,Standard
90.0,Standard
63.0,Standard
49.0,Standard
49.0,Standard
71.0,Standard
97.0,Standard
36.0,Standard
35.0,Standard
98.0,Standard
45.0,Standard
44.0,Standard
58.0,Standard
52.0,Standard
75.0,Standard
52.0,Standard
88.0,Standard
37.0,Standard
60.0,Standard
49.0,Standard
46.0,Standard
48.0,Standard
40.0,Standard
139.0,Standard
50.0,Standard
58.0,Standard
78.0,Standard
100.0,Standard
54.0,Standard
141.0,Standard
58.0,Standard
62.0,Standard
60.0,Standard
109.0,Standard
66.0,Standard
65.0,Standard
46.0,Standard
58.0,Standard
69.0,Standard
38.0,Standard
47.0,Standard
58.0,Standard
70.0,Standard
54.0,Standard
68.0,Standard
52.0,Standard
50.0,Standard
67.0,Standard
47.0,Standard
58.0,Standard
73.0,Standard
51.0,Standard
48.0,Standard
35.0,Standard
58.0,Standard
57.0,Standard
81.0,Standard
148.0,Standard
57.0,Standard
55.0,Standard
78.0,Standard
69.0,Standard
53.0,Standard
49.0,Standard
65.0,Standard
112.0,Standard
92.0,Standard
47.0,Standard
42.0,Standard
42.0,Standard
68.0,Standard
44.0,Standard
114.0,Standard
57.0,Standard
94.0,Standard
61.0,Standard
65.0,Standard
47.0,Standard
45.0,Standard
97.0,Standard
64.0,Standard
46.0,Standard
63.0,Standard
53.0,Standard
53.0,Standard
44.0,Standard
42.0,Standard
56.0,Standard
55.0,Standard
41.0,Standard
63.0,Standard
70.0,Standard
76.0,Standard
57.0,Standard
51.0,Standard
42.0,Standard
63.0,Standard
71.0,Standard
59.0,Standard
63.0,Standard
39.0,Standard
70.0,Standard
60.0,Standard
54.0,Standard
89.0,Standard
65.0,Standard
50.0,Standard
73.0,Standard
39.0,Standard
125.0,Standard
56.0,Standard
101.0,Standard
68.0,Standard
70.0,Standard
98.0,Standard
89.0,Standard
68.0,Standard
71.0,Standard
74.0,Standard
52.0,Standard
85.0,Standard
49.0,Standard
132.0,Standard
37.0,Standard
63.0,Standard
77.0,Standard
49.0,Standard
65.0,Standard
56.0,Standard
80.0,Standard
67.0,Standard
78.0,Standard
80.0,Standard
52.0,Standard
55.0,Standard
63.0,Standard
143.0,Standard
56.0,Standard
76.0,Standard
73.0,Standard
50.0,Standard
89.0,Standard
66.0,Standard
63.0,Standard
71.0,Standard
37.0,Standard
72.0,Standard
52.0,Standard
73.0,Standard
52.0,Standard
111.0,Standard
49.0,Standard
75.0,Standard
65.0,Standard
57.0,Standard
68.0,Standard
51.0,Standard
56.0,Standard
56.0,Standard
68.0,Standard
71.0,Standard
50.0,Standard
40.0,Standard
81.0,Standard
67.0,Standard
62.0,Standard
45.0,Standard
61.0,Standard
45.0,Standard
48.0,Standard
39.0,Standard
49.0,Standard
121.0,Standard
45.0,Standard
101.0,Standard
64.0,Standard
47.0,Standard
45.0,Standard
63.0,Standard
83.0,Standard
57.0,Standard
67.0,Standard
53.0,Standard
66.0,Standard
87.0,Standard
93.0,Standard
54.0,Standard
89.0,Standard
99.0,Standard
45.0,Standard
55.0,Standard
80.0,Standard
55.0,Standard
56.0,Standard
48.0,Standard
77.0,Standard
60.0,Standard
69.0,Standard
58.0,Standard
77.0,Standard
57.0,Standard
48.0,Standard
57.0,Standard
82.0,Standard
96.0,Standard
112.0,Standard
41.0,Standard
72.0,Standard
62.0,Standard
51.0,Standard
38.0,Standard
48.0,Standard
73.0,Standard
58.0,Standard
70.0,Standard
46.0,Standard
44.0,Standard
67.0,Standard
67.0,Standard
51.0,Standard
45.0,Standard
130.0,Standard
55.0,Standard
50.0,Standard
51.0,Standard
95.0,Standard
49.0,Standard
42.0,Standard
37.0,Standard
92.0,Standard
50.0,Standard
131.0,Standard
64.0,Standard
66.0,Standard
60.0,Standard
70.0,Standard
102.0,Standard
70.0,Standard
37.0,Standard
153.0,Standard
45.0,Standard
57.0,Standard
57.0,Standard
54.0,Standard
42.0,Standard
48.0,Standard
52.0,Standard
54.0,Standard
55.0,Standard
76.0,Standard
85.0,Standard
82.0,Standard
66.0,Standard
137.0,Standard
111.0,Standard
61.0,Standard
56.0,Standard
37.0,Standard
62.0,Standard
103.0,Standard
45.0,Standard
78.0,Standard
116.0,Standard
55.0,Standard
62.0,Standard
50.0,Standard
61.0,Standard
50.0,Standard
69.0,Standard
62.0,Standard
66.0,Standard
57.0,Standard
53.0,Standard
164.0,Standard
46.0,Standard
56.0,Standard
66.0,Standard
43.0,Standard
63.0,Standard
55.0,Standard
37.0,Standard
50.0,Standard
66.0,Standard
85.0,Standard
131.0,Standard
92.0,Standard
43.0,Standard
40.0,Standard
77.0,Standard
68.0,Standard
34.0,Standard
59.0,Standard
